url,title,total_score,alignment_30,content_quality_20,actionable_20,seo_value_15,redundancy_10,user_value_5,recommendation,justification,consolidate_suggestion,legal_hold,possible_legal_hold,legal_hold_reason,needs_manual_review,review_reasons,dap_visits,dap_pageviews,scored_at
https://www.gsa.gov/blog/blog-search?category=OASIS%2B,Blog Search | GSA,26,8,3,4,2,6,3,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This is a filtered blog search results page with a placeholder meta description, minimal content (55 words), a single stale 2022 post, and no standalone informational value beyond what the main blog or OASIS+ program pages already provide.",,,,,yes,js-rendered,10249,11856,2026-08-17T20:40:43.743Z
https://www.gsa.gov/reference/forms/stocked-optional-forms-of-available-from-gsa-global-supply-2019,Stocked Optional Forms OF Available from GSA Global Supply 2019 | GSA,27,8,2,5,3,7,2,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Extremely thin page (21 words) with no meaningful content, no meta description, blank authority/regulation field, and a 2018/2019 stale date; it provides virtually no value beyond a single download link that could be absorbed into a consolidated forms index.",,,,,yes,js-rendered,465,531,2026-08-17T16:35:13.844Z
https://www.gsa.gov/reference/forms/receipt-for-property,Receipt for Property | GSA,27,8,2,3,4,8,2,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. The form is marked Obsolete, has only 21 words of content, no download link, no meta description, and provides no actionable value to users.",,,,,yes,js-rendered,411,799,2026-08-17T16:47:22.084Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-4-newsroom/news-releases/end-of-season-sale-on-gsaauctions-features-gold-apple-products-09102021,"End of Season sale on GSAAuctions features gold, Apple products | GSA",27,8,4,3,4,7,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2021 regional press release for a completed auction event with no ongoing value, outdated contact info, and negligible traffic (75 visits).",,,,,,,75,80,2026-08-17T17:07:54.376Z
https://www.gsa.gov/resources/how-we-help-government-customers/strategic-programs,Strategic Programs | GSA,27,8,3,4,4,7,1,Needs review,"Flagged for manual review (thin-content); not auto-deleted. Extremely thin page (71 words) with only two program blurbs, no real content depth, no downloads or contact info, and negligible traffic (218 visits); the 53 CTAs suggest it is a navigation shell whose content is fully covered by dedicated program pages.",,,,,yes,thin-content,218,222,2026-08-17T17:08:44.498Z
https://www.gsa.gov/about-gsa/newsroom/news-releases?year=2020,News releases | GSA,27,8,4,5,6,1,3,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. This is a thin, JS-rendered archive index page for 2020 news releases with only 47 words of body text, explicitly marked as outdated, and part of a 46-page duplicate cluster; it should be consolidated into a unified newsroom archive on the new site.",,,,,yes,js-rendered,6129,35858,2026-08-17T17:09:58.432Z
https://www.gsa.gov/about-gsa/newsroom/congressional-testimony?year=2012,Congressional testimony | GSA,27,8,3,3,4,7,2,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. This is explicitly archived 2012 congressional testimony with missing witness/committee/subject data, no downloads, and minimal public utility; it belongs to a historical record but adds no actionable value on the live site.",,,yes,Congressional testimony records may be subject to federal records retention requirements and could relate to OIG investigations (GSA Inspector General Report entries from April 2012).,,,1233,1429,2026-08-17T17:14:11.057Z
https://www.gsa.gov/about-gsa/newsroom/news-releases?year=2021,News releases | GSA,27,8,4,5,6,1,3,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. This is one of 46 near-identical year-filtered archive index pages with minimal unique content (47 words, archived disclaimer only); it should be folded into a single consolidated newsroom archive with year-filter functionality.",,,,,yes,js-rendered,6129,35858,2026-08-17T17:15:09.385Z
https://www.gsa.gov/directives-library/designation-of-gsa-official-senior-agency-official,Designation of GSA Official (Senior Agency Official) | GSA,27,5,6,3,4,8,1,Keep,"Legal hold (Office of Inspector General (statutory)): preserved regardless of score. A 2012 internal administrative order designating a Senior Agency Official under a now-superseded Executive Order, with no actionable content, no meta description, minimal traffic (114 visits), and no ongoing operational value to any current line of business.",,yes,yes,Office of Inspector General (statutory),,,114,120,2026-08-17T17:21:08.018Z
https://www.gsa.gov/directives-library/by-number?num_series=10000,| GSA,27,12,2,8,2,1,2,Consolidate,"This filtered view of the Directives Library (10000 series) has near-zero rendered content due to JS rendering failure, a missing meta description, a generic title, and sits in a duplicate cluster of 203 pages, but has modest traffic and salvageable value if merged into a single unified Directives Library page with proper filtering.",https://www.gsa.gov/directives-library,,yes,"Directives libraries may contain legally mandated policy documents including those related to federal regulations, compliance, and administrative law requirements.",yes,js-rendered,1247,2033,2026-08-17T21:05:46.263Z
https://www.gsa.gov/about-gsa/newsroom/photo-galleries?year=2021,GSA Photo Galleries | GSA,27,8,4,3,4,7,1,Delete,"A year-filtered archive of low-quality photo galleries including test entries ('test 2', 'testtestphoto') with minimal descriptive content, near-zero traffic (359 visits), and no actionable next steps beyond browsing thumbnails; any salvageable property-sale imagery should migrate to relevant Real Estate pages.",,,,,,,359,441,2026-08-17T19:34:31.071Z
https://www.gsa.gov/directives-library/termination-of-harmful-executive-orders-and-actions-pbs-procurement-instructional-letter-2201-and-delegation-of-authority-for-granting-certain-agencylevel-waivers-5450176-adm-in-accordance-with-presidential-directives,"Termination of Harmful Executive Orders and Actions, PBS Procurement Instructional Letter 22-01 and Delegation of Authority for Granting Certain Agency-level Waivers - 5450.176 ADM, in accordance with Presidential Directives | GSA",27,5,6,4,3,8,1,Delete,"This is a narrow internal administrative cancellation notice rescinding two obsolete directives (a COVID safety protocol and an expired waiver delegation); it has minimal public or operational value, near-zero traffic, no meta description, and the underlying directives it references are themselves canceled, leaving no actionable content.",,,,,,,98,100,2026-08-17T19:35:49.407Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-4-newsroom/news-releases/gsa-region-4-welcomes-new-regional-commissioner-of-federal-acquisition-service-01092019,GSA Region 4 Welcomes New Regional Commissioner of Federal Acquisition Service | GSA,27,8,4,2,4,8,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2019 regional personnel announcement with minimal traffic (34 visits), no actionable content, outdated information, and negligible ongoing value to any current line of business.",,,,,,,34,36,2026-08-17T19:36:15.524Z
https://www.gsa.gov/directives-library/by-category/sub-category?cat=Human%2BResources%2BServices%2B%26%2BManagement&sub_cat=Hiring%2BProcedures,| GSA,27,15,1,5,2,1,3,Consolidate,"This JS-rendered shell page has near-zero body content (9 words), no meta description, a generic title, and belongs to a 203-page duplicate cluster, making it essentially a filtered view of the Directives Library that should be absorbed into a properly indexed directives landing page.",https://www.gsa.gov/directives-library,,,,yes,js-rendered,5600,6469,2026-08-17T19:37:15.631Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-11-newsroom/national-capital-region-feature-stories-and-news-releases/ncr-fas-to-host-federal-customer-training-event-03282019,NCR FAS To Host Federal Customer Training Event | GSA,27,8,3,4,3,8,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2019 event announcement for a past training event with no ongoing value, outdated registration links, minimal traffic, and no substantive content beyond a brief notice.",,,,,,,40,40,2026-08-17T19:40:07.251Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-11-newsroom,Region 11 Newsroom | GSA,27,8,3,3,5,7,1,Needs review,"Flagged for manual review (thin-content); not auto-deleted. Archived regional newsroom with no updated content, minimal traffic (53 visits), thin body text, and self-described obsolete links/references; the seven-year retention requirement may have already been satisfied, but if not, content should be migrated to a central archive rather than maintained as a live page.",,,yes,"Page explicitly states content must be retained for seven years for archival purposes, suggesting a records retention or federal records management obligation.",yes,thin-content,53,54,2026-08-17T19:42:09.314Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-3-newsroom/midatlantic-region-focus-newsletter/pbs-services-and-resources-at-your-fingertips,PBS services and resources at your fingertips | GSA,27,8,4,4,3,7,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived regional newsletter article with 229 words of shallow, link-aggregating content, near-zero traffic (89 DAP visits), no downloads or contact info, outdated event references (Jan. 30 Client Enrichment Series), and no standalone value beyond pointing to other pages that presumably still exist.",,,,,,,89,91,2026-08-17T19:42:42.894Z
https://www.gsa.gov/blog/2021/06/15/the-federal-acquisition-institute-has-a-new-look,The Federal Acquisition Institute has a new look | GSA,27,8,3,2,4,9,1,Delete,"Archived 2021 blog post announcing a logo change with only 79 visits, minimal content depth, no actionable next steps, and zero enduring informational value.",,,,,,,79,79,2026-08-17T19:46:50.789Z
https://www.gsa.gov/blog/blog-search?category=Careers,Blog Search | GSA,27,8,3,4,3,6,3,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This is a filtered blog search results page with only 40 words of real content, a placeholder meta description, and no substantive information—it functions as a navigation artifact rather than a content page with independent value.",,,,,yes,js-rendered,10249,11856,2026-08-17T19:47:06.172Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-6-newsroom/heartland-feature-stories/meet-our-region-6-summer-hires-08042022,Meet our Region 6 summer hires | GSA,27,8,4,2,4,8,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2022 human-interest fluff piece about two summer interns with no actionable content, minimal traffic (41 visits), and no alignment with any GSA line of business.",,,,,,,41,41,2026-08-17T19:48:58.612Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-1-newsroom/press-releases/christopher-averill-named-regional-administrator-of-gsas-new-england-region-02062019,Christopher Averill Named Regional Administrator of GSA’s New England Region | GSA,27,8,4,2,4,8,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2019 personnel announcement with minimal traffic (30 visits), no actionable content, outdated contact information, and negligible ongoing value to any current line of business.",,,,,,,30,30,2026-08-17T19:50:40.073Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-6-newsroom/heartland-feature-stories/janelle-agnos-is-new-occupancy-management-branch-chief-02152022,Janelle Agnos is new occupancy management branch chief | GSA,27,8,4,2,3,9,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived regional staff announcement with 41 visits, no actionable content, minimal public value, and no unique information that warrants preservation on the redesigned site.",,,,,,,41,42,2026-08-17T19:55:22.406Z
https://www.gsa.gov/events/scripts-bpas-vendor-demo-carahsoft-technology-corp-bluevoyant-platform,SCRIPTS BPAs Vendor Demo - Carahsoft Technology Corp. - BlueVoyant Platform | GSA,27,8,5,6,5,2,1,Delete,"This is a one-off vendor demo event page with minimal content, part of an 18-page duplicate cluster, low traffic (189 visits), no downloads, and no lasting informational value once the event has passed.",,,,,,,189,198,2026-08-17T19:58:22.441Z
https://www.gsa.gov/about-gsa/newsroom/congressional-testimony/certification-in-rewarding-sustainable-fishing-09242013,The Role of Certification in Rewarding Sustainable Fishing | GSA,27,5,6,2,4,9,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. A 2013 congressional testimony about sustainable fishing certification in federal cafeterias is deeply outdated, minimally trafficked (47 visits), and has no actionable value or meaningful alignment with any current GSA line of business.",,,,,,,47,49,2026-08-17T20:01:17.037Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-6-newsroom/heartland-feature-stories/fy21-mentoring-program-comes-to-a-close-08232021,FY21 mentoring program comes to a close | GSA,27,8,4,2,3,9,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived FY21 internal employee mentoring program announcement with minimal traffic (31 visits), no actionable content for the public or federal employees, outdated contact information, and zero alignment with any current GSA line of business.",,,,,,,31,32,2026-08-17T20:03:45.482Z
https://www.gsa.gov/directives-library/by-category/sub-category?cat=Human%2BResources%2BServices%2B%26%2BManagement&sub_cat=Personnel%2BActions,| GSA,27,15,1,5,2,1,3,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. The page renders almost no content (9 words, no meta description, blank title), is part of a 203-page duplicate cluster of JS-rendered directive sub-category filter pages, and provides no standalone value beyond a filtered list that should be integrated into a proper HR/directives section.",,,,,yes,js-rendered,5600,6469,2026-08-17T20:10:14.242Z
https://www.gsa.gov/directives-library/by-category/sub-category?cat=Human%2BResources%2BServices%2B%26%2BManagement&sub_cat=Time%2C%2BAttendance%2Band%2BLeave,| GSA,27,15,1,5,2,1,3,Consolidate,"This JS-rendered directives subcategory filter page has virtually no crawlable content (9 words), no meta description, a generic title, and belongs to a 203-page duplicate cluster, but its moderate traffic suggests the underlying directives have value and should be consolidated into a properly rendered Directives Library index page.",https://www.gsa.gov/directives-library,,,,yes,js-rendered,5600,6469,2026-08-17T20:10:20.187Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-4-newsroom/news-releases?year=2025,News Releases | GSA,27,8,4,3,4,7,1,Needs review,"Flagged for manual review (thin-content); not auto-deleted. Archived regional news page with only 2 entries, 82 words, outdated contact information, and negligible traffic (243 visits); content is superseded by the main GSA Newsroom.",,,,,yes,thin-content,243,253,2026-08-17T20:13:15.385Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-6-newsroom/heartland-feature-stories/courts-family-gsa-gather-virtually-for-annual-planning-07202020,"Courts family, GSA gather virtually for annual planning | GSA",27,8,4,2,3,9,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2020 regional news story with 276 words, 28 DAP visits, no downloads, outdated content, and negligible ongoing value to any line of business.",,,,,,,28,28,2026-08-17T20:13:43.962Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-8-newsroom/rocky-mountain-region-feature-stories-and-news-releases/other-duties-as-assigned-takes-on-new-meaning-for-kristi-leinen-10252023,"""Other duties as assigned"" takes on new meaning for Coloradan property manager | GSA",27,8,5,2,4,7,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived regional human-interest story with negligible traffic (40 visits), no actionable content, minimal alignment with any GSA line of business, and no enduring informational value.",,,,,,,40,41,2026-08-17T20:15:34.766Z
https://www.gsa.gov/directives-library/by-category/sub-category?cat=Real%2BProperty%2BManagement%2FLease%2BAdministration&sub_cat=Repairs%2Band%2BAlterations,| GSA,27,15,1,5,2,1,3,Consolidate,"This JS-rendered filtered view of the Directives Library has virtually no crawlable content (9 words), no meta description, a broken title, and is one of 203 duplicate cluster pages, but its moderate traffic suggests the underlying directives content has value that should be consolidated into a properly rendered, indexed Directives Library page.",https://www.gsa.gov/directives-library,,yes,Directives covering Real Property Management and Repairs & Alterations may include statutorily or regulatorily mandated policy documents that must remain publicly accessible.,yes,js-rendered,5600,6469,2026-08-17T20:21:06.554Z
https://www.gsa.gov/blog/blog-search?category=Innovation&page=%2C0,Blog Search | GSA,27,8,4,5,3,4,3,Needs review,"Flagged for manual review (thin-content); not auto-deleted. This is a paginated blog category filter page with a placeholder meta description, only 83 words of body content, no unique editorial value, and is one of a duplicate cluster—it serves as a navigation artifact rather than substantive content.",,,,,yes,thin-content,10249,11856,2026-08-17T20:22:16.601Z
https://www.gsa.gov/blog/blog-search?category=Buildings&page=%2C1,Blog Search | GSA,27,8,3,4,3,6,3,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This is a blog search filter/pagination page with a placeholder meta description, only 49 words of real content, and no standalone informational value beyond a single truncated blog excerpt—it is a dynamically generated index page that should not be indexed or preserved as a discrete content asset.",,,,,yes,js-rendered,10249,11856,2026-08-17T20:22:23.869Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-6-newsroom/heartland-feature-stories/benjamin-moore-promoted-to-lease-admin-program-manager-04192022,Benjamin Moore promoted to lease admin program manager | GSA,27,8,4,2,3,9,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived staff promotion announcement with 39 visits, minimal content depth, no actionable value, and no relevance beyond internal interest at time of publication.",,,,,,,39,39,2026-08-17T20:24:50.881Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-11-newsroom/national-capital-region-feature-stories-and-news-releases?year=2021,National Capital Region Feature Stories and News Releases | GSA,27,8,3,3,5,7,1,Needs review,"Flagged for manual review (thin-content); not auto-deleted. Archived 2021 regional news page with only 64 words and a single news item, explicitly marked as outdated, with negligible traffic (215 visits) and no ongoing value beyond what the main GSA Newsroom already provides.",,,,,yes,thin-content,215,224,2026-08-17T20:25:38.064Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-1-newsroom/feature-stories/region-one-hiring-goes-virtual-06292020,Region One Hiring Goes Virtual | GSA,27,5,6,3,4,8,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. A 2020 COVID-era human-interest feature story about virtual onboarding in a legacy regional archive with only 34 visits, no actionable content, and no alignment with any current GSA line of business.",,,,,,,34,34,2026-08-17T20:25:44.382Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-1-newsroom/feature-stories/region-one-beehives-get-an-upgrade-07232024,Region One beehives get an upgrade | GSA,27,5,6,2,4,9,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived regional human-interest feature story with 28 visits, no actionable content, minimal alignment with any GSA line of business, and negligible ongoing value.",,,,,,,28,28,2026-08-17T20:26:00.248Z
https://www.gsa.gov/blog/blog-search?category=COVID-19,Blog Search | GSA,27,8,3,4,3,6,3,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. A COVID-19 blog search filter page with placeholder meta description, only 52 words of real content, a single outdated 2021 post, and no substantive utility beyond a filtered blog listing that serves minimal ongoing user need.",,,,,yes,js-rendered,10249,11856,2026-08-17T20:26:22.937Z
https://www.gsa.gov/directives-library/by-category/sub-category?cat=Human%2BResources%2BServices%2B%26%2BManagement&sub_cat=Employee%2BBenefits%2Band%2BWork%2FLife,| GSA,27,15,1,5,2,1,3,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. The page renders almost no content (9 words of body text) due to JS-rendering failure, has no title or meta description, and sits in a duplicate cluster of 203 pages, making it effectively valueless despite modest traffic.",,,,,yes,js-rendered,5600,6469,2026-08-17T20:29:00.573Z
https://www.gsa.gov/blog/blog-search?category=Challenge.gov,Blog Search | GSA,27,8,3,4,3,6,3,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This is a near-empty blog search filter page with a placeholder meta description, only 40 words of real content, and no substantive information beyond two thin blog post teasers about Challenge.gov—it provides no unique value and should be replaced by a proper Challenge.gov content hub or tag page.",,,,,yes,js-rendered,10249,11856,2026-08-17T20:29:10.549Z
https://www.gsa.gov/photos/eugene-francis-savage-18831978,Eugene Francis Savage (1883-1978) | GSA,27,8,4,2,4,8,1,Consolidate,"Thin photo gallery page (46 words, 4 images) for a historic artist related to federal buildings; minimal standalone value but fits GSA's Fine Arts/historic preservation mission and should be merged into a broader art-in-architecture or historic preservation gallery section.",GSA Fine Arts / Art in Architecture collection or historic preservation photo gallery hub,,,,yes,thin-content,40,38,2026-08-17T20:29:49.724Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-7-newsroom/greater-southwest-feature-stories-and-news-release/nextgen-selects-gsas-sustainability-program-manager-for-silent-hero-award-08032021,NextGen Selects GSA’s Sustainability Program Manager for Silent Hero Award | GSA,27,8,4,2,4,8,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived regional press release about a staff award with minimal word count, near-zero traffic, no actionable content, and no alignment with any current GSA line of business.",,,,,,,29,30,2026-08-17T20:30:39.389Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-10-newsroom/feature-stories?year=2021,Feature Stories | GSA,27,8,4,3,4,7,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2021 regional feature stories with minimal traffic (192 visits), outdated content explicitly flagged as archived, no actionable tools or downloads, and no fit with the new site's lines of business as a standalone archive page.",,,,,,,192,191,2026-08-17T20:31:21.000Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-4-newsroom/around-the-region?year=2020,Around the Region | GSA,27,8,4,3,4,7,1,Needs review,"Flagged for manual review (thin-content); not auto-deleted. Archived 2020 regional news listing with only 4 items, thin content (97 words), minimal traffic (221 visits), and no actionable value beyond links to individual releases that should stand on their own.",,,,,yes,thin-content,221,233,2026-08-17T20:33:02.117Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-1-newsroom/feature-stories?year=2021,Feature Stories | GSA,27,8,4,3,4,7,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2021 regional feature stories with minimal traffic (189 visits), outdated content explicitly flagged as such, no substantive depth, and no actionable value beyond a list of stale headlines.",,,,,,,189,205,2026-08-17T20:33:10.522Z
https://www.gsa.gov/blog/blog-search?category=architecture,Blog Search | GSA,27,8,3,4,3,6,3,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This is a near-empty blog search filter page with a placeholder meta description, only 56 words of real content, a single blog post snippet, and no meaningful depth or utility beyond what a proper blog index or site search already provides.",,,,,yes,js-rendered,10249,11856,2026-08-17T20:33:37.878Z
https://www.gsa.gov/blog/blog-search?page=%2C21,Blog Search | GSA,27,8,5,4,3,4,3,Delete,"This is a paginated blog archive index page (page 21) with a placeholder meta description, no unique content, and no standalone value—it is fully superseded by the main blog/news hub and individual post pages.",,,,,,,10249,11856,2026-08-17T20:33:57.468Z
https://www.gsa.gov/directives-library/by-category/sub-category?cat=General%2BCounsel%2BServices&sub_cat=Freedom%2Bof%2BInformation%2BAct%2B%28FOIA%29%2BCorrespondence%2B%26%2BRequests,| GSA,27,8,2,4,3,7,3,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. The page renders no content ('No directive found for the search criteria'), has no title or meta description, and delivers zero informational value despite moderate traffic likely driven by FOIA-related searches.",,,yes,"Page is categorized under FOIA Correspondence & Requests, a statutorily mandated disclosure area under the Freedom of Information Act (5 U.S.C. § 552).",yes,js-rendered,5600,6469,2026-08-17T20:35:10.761Z
https://www.gsa.gov/blog/blog-search?category=Green,Blog Search | GSA,27,8,4,3,3,6,3,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. A blog category filter page with a placeholder meta description, only 46 words of real content, no depth or actionable value beyond a list of old blog post links, and the 'green' category content is better surfaced through a dedicated sustainability page.",,,,,yes,js-rendered,10249,11856,2026-08-17T20:35:38.009Z
https://www.gsa.gov/photos/william-charles-palmer-19061987,William Charles Palmer (1906-1987) | GSA,27,8,3,2,4,9,1,Needs review,"Flagged for manual review (thin-content); not auto-deleted. Extremely thin photo gallery page (47 words) for a historic artist with no descriptive content, no downloads, no contact info, negligible traffic (37 visits), and no clear actionable purpose beyond displaying four captioned images.",,,,,yes,thin-content,37,36,2026-08-17T20:36:29.711Z
https://www.gsa.gov/photos/rockwell-kent-18821971,Rockwell Kent (1882-1971) | GSA,27,8,3,2,4,9,1,Needs review,"Flagged for manual review (thin-content); not auto-deleted. Extremely thin photo gallery page (45 words, 4 images) with no descriptive content, no contact info, no downloads, misaligned navigation artifacts (per diem lookup), and negligible traffic (42 visits).",,,,,yes,thin-content,42,41,2026-08-17T20:36:51.317Z
https://www.gsa.gov/photos/alfredo-de-giorgio-crimi-19001994,Alfredo de Giorgio Crimi (1900-1994) | GSA,27,8,4,2,4,8,1,Needs review,"Flagged for manual review (thin-content); not auto-deleted. Thin photo gallery page (53 words) for a single artist with minimal descriptive content, no downloads or contact info, and negligible traffic (43 visits), offering little standalone value beyond what belongs in a broader Fine Arts or historic preservation collection.",,,,,yes,thin-content,43,45,2026-08-17T20:36:52.240Z
https://www.gsa.gov/blog/blog-search?page=%2C35,Blog Search | GSA,27,8,4,4,3,5,3,Delete,"This is a paginated blog archive page (page 35) with a placeholder meta description, stale 2018 content, no unique value beyond what individual blog posts provide, and is part of a duplicate cluster—it serves no standalone informational or actionable purpose.",,,,,,,10249,11856,2026-08-17T20:37:21.941Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-10-newsroom/r10-press-releases?year=2020,R10 Press Releases | GSA,27,8,4,3,4,7,1,Needs review,"Flagged for manual review (thin-content); not auto-deleted. Archived 2020 regional press release index with only 3 items, 87 words, outdated content, and negligible traffic (223 visits) that is superseded by the main GSA Newsroom.",,,,,yes,thin-content,223,236,2026-08-17T20:37:44.844Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-4-newsroom/news-releases?year=2021,News Releases | GSA,27,8,4,3,4,7,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2021 regional news index with minimal word count, outdated contact info, low traffic, and no substantive content beyond a list of stale press release titles that are better surfaced through the main GSA Newsroom.",,,,,,,243,253,2026-08-17T20:37:53.689Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-9-newsroom/feature-stories?year=2024,Feature Stories | GSA,27,8,4,3,4,7,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived regional news index with minimal word count, outdated content, negligible traffic (179 visits), and no substantive actionable value beyond links to individual stories that belong in a unified GSA newsroom.",,,,,,,179,180,2026-08-17T20:37:59.832Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-9-newsroom/feature-stories?year=2022,Feature Stories | GSA,27,8,4,3,4,7,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2022 regional feature stories with minimal traffic (179 visits), outdated content explicitly flagged as archived, low depth, and no actionable value beyond a press contact email.",,,,,,,179,180,2026-08-17T20:38:03.102Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-10-newsroom/feature-stories?year=2024,Feature Stories | GSA,27,8,4,3,4,7,1,Needs review,"Flagged for manual review (thin-content); not auto-deleted. Archived regional feature story page with only one 2024 entry, 65 words of content, minimal traffic (192 visits), and an explicit outdated-content disclaimer—no unique value that cannot be served by the main GSA Newsroom.",,,,,yes,thin-content,192,191,2026-08-17T20:38:10.527Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-10-newsroom/feature-stories?year=2020,Feature Stories | GSA,27,8,4,3,4,7,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2020 regional feature stories with minimal traffic (192 visits), outdated content explicitly flagged as archived, no actionable value, and no alignment with the new site's lines of business beyond a thin historical record.",,,,,,,192,191,2026-08-17T20:38:13.755Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-6-newsroom/heartland-feature-stories/2020-combined-federal-campaign-underway-09212020,2020 Combined Federal Campaign underway | GSA,27,5,5,5,4,7,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. Archived 2020 regional news item about a past CFC campaign with outdated dates and links, minimal traffic, no alignment with any current GSA line of business, and zero ongoing utility.",,,,,,,39,39,2026-08-17T20:38:46.116Z
https://www.gsa.gov/blog/blog-search?page=%2C8,Blog Search | GSA,27,8,4,5,3,4,3,Delete,"This is a paginated blog search results page (page 8) with a placeholder meta description, no unique content, minimal structure, and no standalone value beyond navigation—the individual blog posts it surfaces are the actual content assets.",,,,,,,10249,11856,2026-08-17T20:39:54.518Z
https://www.gsa.gov/blog/blog-search?page=%2C29,Blog Search | GSA,27,5,4,5,3,7,3,Delete,"This is a paginated blog archive page (page 29) with a placeholder meta description, stale 2021 content, no unique value beyond what individual blog posts provide, and minimal alignment with any core line of business.",,,,,,,10249,11856,2026-08-17T20:40:01.447Z
